id,project_id,name,tax_id,address,created_at,updated_at,,,,,,,
213,37930,Fundación Marina Orth,900.142.115-2,Calle 49AA N°77C-98 Barrio Estadio,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
214,38112,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
215,37362,NULL,,NULL,2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
216,38402,Fundación Solidaridad Sin Límites,901168362-1,Calle 40A nro. 30A 39 piso 3,2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
217,38478,HIP,13466666,"414 13th st, Oakland, CA ",2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
218,30303,Fundación Jóvenes Talentos de Colombia,90I019659-1,Carrera 2 6a - 50 La Mesa Cundinamarca,2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
219,38584,NULL,,NULL,2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
220,38611,NULL,NULL,NULL,2019-06-12 23:12:54,2019-06-12 23:12:54,,,,,,,
221,38744,Fundacion Caminos de Esperanza,830039266-2,Carrera 12 No- 11 - 31 Sur Ciudad Berna,2019-06-12 23:12:59,2019-06-12 23:12:59,,,,,,,
222,38820,Layr Web Technology,324,"Av. Amsterdam 240 Int. 4., Del. Cuauhtémoc, México D.F.",2019-06-12 23:12:59,2019-06-12 23:12:59,,,,,,,
223,38877,NULL,NULL,NULL,2019-06-12 23:12:59,2019-06-12 23:12:59,,,,,,,
224,38941,FUNDACIÓN GERONTOLÓGICA SALVADOREÑA,no aplica,"Condominio MD, local 604, Diagonal Luis Edmundo Vásquez, Col. Médica, San Salvador, El Salvador Tel. 503 2101 5783",2019-06-12 23:12:59,2019-06-12 23:12:59,,,,,,,
225,38976,NULL,NULL,NULL,2019-06-12 23:12:59,2019-06-12 23:12:59,,,,,,,
226,39168,LA Promise Fund,20-4562686,www.lapromisefund.org,2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
227,39010,NULL,,NULL,2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
228,39235,Latino Diabetes Association,20-0303774,"200 W. Mines Avenue Montebello, California 90640",2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
229,39060,NULL,NULL,NULL,2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
230,40328,Alliance Academy of Integrated Learning,62805012027,"1800 98th Ave, Oakland CA 94603",2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
231,40163,FUNDACION RUGBYPARATODOS CHILE,65160523-7,"CONDOMINIOS CAMPO DE GOLF S/N PARCELA 7, CONSTITUCION, REGION DEL MAULE, CHILE",2019-06-12 23:13:03,2019-06-12 23:13:03,,,,,,,
232,40429,NULL,NULL,NULL,2019-06-12 23:13:07,2019-06-12 23:13:07,,,,,,,
233,28926,California Rural Legal Assistance Foundation,94-2800442,"2210 K Street, Suite 201 Sacramento, CA 95816",2019-06-12 23:13:07,2019-06-12 23:13:07,,,,,,,
234,40741,Guanaquitos,94502001151014,"Santa Elena, La Libertad",2019-06-12 23:13:07,2019-06-12 23:13:07,,,,,,,
235,40981,Fundación Procurando Identidad,0614-130981-103-2,"Condominio Lucila, local 4 y 5 A, calle guadalupe y pasaje San Ernesto, Col Médica, San Salvador",2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
236,40872,asdfghjnm,1234,qwerty 123,2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
237,41304,Agenda Cero A.C.,A201802230814100052,"Av. Panamericana 240 int 18-904, Pedregal de Carrasco, Coyoacán, Ciudad de México",2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
238,38779,NULL,,NULL,2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
239,42098,EMBLEMATICO *YO SOY* AC,501,Miguel Carrillo pte 5    H. Zitacuaro Michoacan    Mexico,2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
240,41036,Santa Cruz Community Ventures ,77-2047648,"PO Box 7808 Santa Cruz, CA 95061",2019-06-12 23:13:12,2019-06-12 23:13:12,,,,,,,
241,43981,NULL,NULL,NULL,2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
242,41627,Colibrí Center for Human Rights,81-4032489,"3849 E BROADWAY BLVD STE 206 Suite 235 TUCSON, AZ 85716 USA",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
243,44321,NULL,NULL,NULL,2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
244,43910,ASOCIACIÓN CLUB ROTARIO SAN SALVADOR MAQUILISHUAT,0614-310801-104-9,"51 avenida norte No. 168, entre av. Roosevelt, col. Flor blanca, San salvador.",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
245,44490,Compassion for the Family/Vida Reavivida Inc,61-1590475,"115 13th Street SE, Altoona, IA 50009",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
246,44068,Instituto de Investigación Sobre Democracia y Participación Ciudadana A.C.,700-02-05-2018-03215,"Avenida Félix Cuevas 632, Colonia Del Valle, Delegación Benito Juárez, Código Postal 03100, Ciudad de México",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
247,44599,Fundación Créalo,9009123977,Calle 6h oeste No. 51 a 16 Cali - Valle del Cauca - Colombia,2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
248,44719,Hivos,Acuerdo Ministerial 367-2009,"18 avenida \B\"" 8-60","Zona 15 Vista Hermosa I""",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,
249,44710,consejo de desarrollo agropecuario e indigena de quintana roo ac,cda070330hg1,"av- 15 entre 24 y 26 col. gonzalo guerrero.bacalar quintana roo ,mexico",2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
250,44983,FUNDACION VIDA - GRUPO ECOLOGICO VERDE,SPAIN,CALLE JUGUETERIA 8 LOCAL TALLER BAJO DERECHA,2019-06-12 23:13:18,2019-06-12 23:13:18,,,,,,,
251,45019,NULL,NULL,NULL,2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
252,45347,"Operation Textbook, Inc",83-3278624,"406 lakewood drive, Lagrange ky 40031",2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
253,45365,Fundación Salvadoreña para el Desarrollo Económico y Social - FUSADES,NIT 0614-090583-004-2,"FUSADES, Edificio FUSADES, Bulevar y Urbanización Santa Elena, Antiguo Cuscatlán, La Libertad, El Salvador. ",2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
254,45634,LATAM Freedom & Development Foundation,821317545,"4400 NW 107th Ave Apt 104 Miami, FL",2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
255,45936,NOS Noroeste Sustentable,NNS070607IV2,Transbordadores s/n entre Inalámbrica y Sinaloa. Colonia El Manglito. CP 23060,2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
256,46595,NorCal Resist,831003248,"620 Jones Way, Sacramento, CA 95818",2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
257,47004,NULL,NULL,NULL,2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
258,47210,NULL,NULL,NULL,2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
259,47235,Iván Omar Mora Villegas,MOVI730904HDFRLV08,Rotarismo#200 planta baja Col. Ejidal Ocolusen Morelia Michoacán México,2019-06-12 23:13:25,2019-06-12 23:13:25,,,,,,,
260,458,Bridgeport Caribe Youth Leaders,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
261,459,Oxfam México,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
262,460,Norris Square Neighborhood Project,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
263,461,Taller Puertorriqueño,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
264,462,LAWA - Latin American Women's Association,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
265,463,Scholars' Latino Initiative,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
266,464,The Hispanic Liaison of Chatham County,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
267,465,Student Action with Farmworkers,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
268,466,Homies Unidos Inc.,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
269,467,ChicanaLatina Foundation,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
270,468,Prospera,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
271,469,Unity Coalition|Coalicion Unida,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
272,470,Hispanics Against Child Abuse & Neglect,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
273,471,Museo de las Americas,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
274,472,COFEM,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
275,473,GALAEI ,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
276,474,Appleseed Mexico,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
277,475,Circle de Luz,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
278,476,Society of the Educational Arts (SEA),NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
279,477,"El CENTRO HISPANO, Inc",NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
280,478,Clínica Esperanza / Hope Clinic,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
281,479,CATA - El Comite de Apoyo a los Trabajadores Agricolas/The Farmworkers Support Committee,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
282,480,Calpulli Mexican Dance Company,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
283,482,Ayuda,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
284,483,Capital Area Immigrants' Rights Coalition - CAIR Coalition,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
285,484,The Young Center for Immigrant Children's rights/Tides Center,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
286,485,"Voces Mesoamericanas, Accion con Pueblos Migrantes, A.C.",NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
287,486,Esperanza Immigrant Rights Project,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
288,487,Legal Services for Children,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
289,488,CARECEN Los Angeles,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
290,489,SHARE El Salvador,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
291,490,NMILC,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
292,491,Centro Presente,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
293,492,Fundación Casa Alianza,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
294,493,Immigrant Law Center of Minnesota,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
295,494,East Bay Sanctuary Covenant,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
296,495,Clinica Colorado,,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
297,496,Social Justice Collaborative,,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
298,497,Centro Legal de la Raza,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
299,498,Aprendes Foundation,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
300,499,Compañeros:Four Corners Immigrant Resource Center,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
301,500,Casa de la Amistad para Niños con Cáncer,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
302,501,The William & Lanaea C. Featherstone Foundation,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
303,502,ConTextos,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
304,503,Plan Pais,NULL,NULL,2019-06-12 23:13:58,2019-06-12 23:13:58,,,,,,,
305,504,Calpulli Community '14 Year-End Appeal,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
306,505,Enseña por El Salvador,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
307,506,Family Life Education Inc.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
308,507,Teach 4 All Mexico AC,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
309,508,La Esperanza del Mañana A.C.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
310,509,Yspaniola,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
311,510,Latin American Coalition ,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
312,511,Suma por la Educación,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
313,512,Student Action with Farmworkers,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
314,513,"Latinos United in Action Center , Inc",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
315,514,Greenbrier Learning Center,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
316,515,Digital Natives,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
317,516,AGUILA Youth Leadership Institute,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
318,517,12 PLUS,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
319,518,Centro Legal de la Raza,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
320,521,"Raíces Culturales Latinoamericanas, Inc.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
321,522,Colectiva Legal del Pueblo,,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
322,4307,Scholars' Latino Initative,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
323,4332,HPGM,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
324,4341,Orquesta Juvenil Centroamericana y del Caribe,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
325,4386,17805,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
326,4391,Federación de Michoacános del Norte de California,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
327,4399,"Voces Mesoamericanas, Accion con Pueblos Migrantes, A.C.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
328,5630,Fundacion de Apoyo Infantil Guanjuato A.C.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
329,5519,ACCIÓN COMUNITARIA DEL BAJÍO A.C.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
330,5528,Street Level Health Project,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
331,5530,Homies Unidos Inc.,95-4740768,2105 Beverly Blvd Ste. 203 ,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
332,5531,Bridgeport Caribe Youth Leaders,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
333,5533,SHARE El Salvador,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
334,5534,NORRIS SQUARE NEIGHBORHOOD PROJECT,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
335,5535,PAHO Foundation,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
336,5603,FIPAN,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
337,5624,The GrowHaus,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
338,5637,New Mexico Immigrant Law Center,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
339,5669,"Greater New Britain Teen Pregnancy Prevention, Inc.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
340,5676,Casa de la Amistad para Niños con Cáncer,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
341,5748,"Fundación del Empresariado Sonorense, A. C. (FESAC)",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
342,5765,Puentes New Orleans,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
343,5827,Make the Road New York/Se Hace Camino Nueva York,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
344,5835,La Casa Del Inmigrante,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
345,5928,Mission Neighborhood Health Center,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
346,5929,UFW Foundation,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
347,5969,"Ayúdame a Sonreír ante el Cáncer, A.C.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
348,6056,"La Plazita Institute, Inc.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
349,7244,"Un Angel Te Cuida, A.C.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
350,6001,"Programa Adopte un Talento, PAUTA",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
351,8303,Neighbors Link Stamford,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
352,8342,Centro Unido Latino Americano,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
353,8474,Formación y Capacitación A.C.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
354,8113,South Valley Preparatory School,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
355,7868,Farm Labor Organizing Committee,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
356,8299,Centro Legal de la Raza,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
357,8331,Scholars' Latino Initiative,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
358,8347,"La Plazita Institute, Inc.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
359,8355,ArteSana Foundation,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
360,8390,UFW Foundation,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
361,8866,MILPA ( Motivating Individual Leadership for Public Advancement),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
362,9058,San Miguel School,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
363,8348,East Bay Sanctuary Covenant,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
364,9087,Chicago Youth Boxing Club,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
365,9599,Los Luceros Asociación Civil,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
366,10002,Hispanics in Philanthropy,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
367,9640,the PLUS ME project,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
368,10156,Homies Unidos Inc.,95-4740768,2105 Beverly Blvd Ste. 203 Los Angeles CA 90057,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
369,7388,Blue Butterfly Collaborative,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
370,10080,Centro Community Partners,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
371,9900,East Bay Sanctuary Covenant,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
372,10388,Federación de Michoacanos del Norte de California,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
373,10352,"Programa Oportunidades, Fundación Gloria de Kriete",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
374,9722,12 PLUS,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
375,10201,Las Americas Immigrant Advocacy Center,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
376,10488,The Latina A.R.M.Y.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
377,10057,Fundación Salvadoreña Educación y Trabajo (EDYTRA),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
378,10268,San Miguel School,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
379,10507,Prosperity Works,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
380,10613,Aspire! Afterschool Learning,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
381,10532,Dignity in Schools Campaign,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
382,10548,Mission Economic Development Agency (MEDA),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
383,8109,Bridging International Communities,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
384,10106,"Violence Intervention Program, Inc",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
385,10447,"El Centro Hispano, Inc",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
386,10606,The Association of Mexicans in North Carolina (AMEXCAN),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
387,10853,East Bay Sanctuary Covenant,,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
388,10774,Southwest Voter Registration Education Project (SVREP),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
389,9365,Mixbal A.C.,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
390,10404,Jovenes de Puerto Rico en Riesgo,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
391,10463,"El Sol, Jupiter's Neighborhood Resource Center",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
392,10748,Teatro Visión,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
393,10750,Central American Resource Center (CARECEN),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
394,10456,ConTextos,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
395,10921,"Ver Contigo, A.C.",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
396,10889,Fundación Salvadoreña para la Salud y el Desarrollo Humano (FUSAL),NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
397,10387,Asociación Sinergia No'j,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
398,10347,"Unión de Empresarios para la Tecnología en la Educación, A.C. (UNETE)",NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
399,10863,Un Mundo,NULL,NULL,2019-06-12 23:13:59,2019-06-12 23:13:59,,,,,,,
400,10381,Comunidad A.C.,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
401,10411,Fundacion Michou y Mau,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
402,10399,Calpulli Mexican Dance Company,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
403,10645,Coalition for Humane Immigrant Rights of Los Angeles,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
404,10862,Funsepa,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
405,10873,Federación de Michoacanos del Norte de California,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
406,5888,Farmworker and Landscaper Advocacy Project (FLAP),NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
407,10364,CadaVida Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
408,10030,Colectivo Lemow,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
409,10989,Galería MUY,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
410,10899,Educate2Envision,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
411,8240,Con Ganas de Vivir A.C.,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
412,11070,Voces Mesoamericanas Acción con Pueblos Migrantes AC,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
413,10998,"Centro de Terapia Infantil y de Educación Especial, A.C.",NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
414,10765,Residencia San Vicente de Paul-Cabral Obregón,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
415,10265,California Advocacy Network for Aging Latinos (CANAL),NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
416,10485,Plan País Inc,NULL,"305 W 50th Street, New York, NY 10019 United States",2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
417,9843,The GrowHaus,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
418,10103,Latin American Educational Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
419,10293,¡HICA! Hispanic Interest Coalition of Alabama,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
420,10505,New Mexico Immigrant Law Center,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
421,10513,Centro Sávila,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
422,10743,William & Lanaea C. Featherstone Foundation,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
423,10775,Conexión Américas,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
424,10796,San Francisco Unified School District,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
425,10649,Spanish Coalition for Housing,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
426,11057,Casa de la Amistad para niños con Cáncer IAP.,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
427,10580,¡YouthWorks!,NULL,NULL,2019-06-12 23:14:30,2019-06-12 23:14:30,,,,,,,
